   0.00652,   3.14820,  12.06672
  -0.00067,  -8.72564,  -7.69547
   0.00129,  -2.27607,   6.22458
  -0.00753, -16.60271,  19.49621
  -0.00165, -10.72361,   0.78304
  -0.00277, -26.37849,  -8.14449
  -0.00717,  -8.78155,   1.16413
  -0.00855,   4.94122,   9.74980
  -0.00780,  -6.32697,   6.59938
  -0.00725,   4.31261,  27.96408
  -0.00921, -10.37498,   0.09916
  -0.00992, -10.22349,  12.10888
  -0.00936,   6.19062,  15.58385
   0.00664, -10.59155,  -8.59915
  -0.00037,  -5.04297,  13.94632
  -0.00269,  -2.72050,   8.50974
   0.00634,   9.62030,  17.71934
  -0.00866,  -7.17293,  -5.54076
   0.00161,  -7.85635,   4.84586
  -0.00107,  -5.87389,  -0.48285
   0.00495, -20.97617,   9.23832
  -0.00108,   0.10240,   7.64680
   0.00352, -10.66324,  -6.09603
  -0.00603,  -2.52628,   3.76137
   0.00739,  -2.48630,   3.14711
  -0.00163,   0.60968,  20.52051
   0.00465,   3.37344,  14.78604
  -0.00542, -11.82208,   4.46145
   0.00307,   6.97062,  13.78701
  -0.00624, -13.46224, -12.43910
   0.00653, -10.43423,  13.82266
   0.00441,  -9.65372,  -0.56925
  -0.00070,  -7.83512,   8.42675
   0.00536, -13.12656, -11.52726
  -0.00141, -14.80708, -11.72719
   0.00142,  -6.06986,  19.53111
   0.00716,  -5.59203,   5.61483
  -0.00014, -22.66532,   3.54513
  -0.00059, -16.90094, -16.86176
  -0.00360, -13.15316,   5.84625
  -0.00877,   5.46432,  19.63681
  -0.00280,  -6.01086,  -2.40647
  -0.00246, -10.54563,  -6.18532
  -0.00360, -12.34415,  10.40364
  -0.00067,  -0.38062,   2.48050
  -0.00141,   8.50980,   8.77916
  -0.00357,   1.07166,   7.36452
  -0.00467, -12.40366,  23.26797
  -0.00255,   5.57877,  15.72712
   0.00699,   5.04816,   7.16015
