   0.00467, -16.81565,  16.85077
   0.00448,   4.80161,  14.08109
   0.00475,  -0.25095,   8.96734
  -0.00469, -12.80857,  -5.06371
  -0.00407, -13.47196,  -6.26302
   0.00760,  -8.04325,  10.34823
  -0.00834,  -9.17920,   0.64519
   0.00088,  -9.97335,   6.09657
   0.00580,   5.16060,  12.45735
  -0.00476,  -7.85065,  -2.46570
  -0.00581,  -2.27271,   8.11228
  -0.00876,  -1.81684,   7.44830
   0.00515, -13.19661,  -5.79717
  -0.00339,  -0.62392,  14.22374
   0.00681,   0.74606,   0.75368
  -0.00378,  -6.64146,  17.37584
   0.00208, -23.66780,  14.56796
  -0.00049,  -1.23389,   2.09944
   0.00999,  10.83896,  24.64501
  -0.00191,  -2.66480,   3.76019
  -0.00625,   4.86625,   5.09102
   0.00160, -17.53807, -16.24148
   0.00750,  -1.35366,   9.60727
  -0.00475,  -7.82137,   2.31384
  -0.00479, -23.01865,  -4.88557
   0.00211,   0.87162,   2.61977
   0.00425, -13.79192, -12.59949
   0.00879, -10.50378,   2.44364
  -0.00253,  -2.24899,  12.75505
  -0.00232, -22.03880,  15.89219
   0.00802, -10.00499,   2.39183
  -0.00275,  -1.85915,  12.19252
   0.00651,   1.52051,  10.81275
   0.00544,  12.12375,  12.60920
   0.00960,  -5.29627,   5.79578
   0.00597,  -1.41391,   2.78757
   0.00682,   3.94774,  12.09535
   0.00021, -15.95159, -10.76968
   0.00876,  -0.46017,   1.02352
   0.00429,  -7.66153,   1.92155
  -0.00849,   1.05985,   1.41379
  -0.00892,  -8.32208,  -5.20579
   0.00459, -13.31811,  10.07226
  -0.00938,  -4.95739,   7.68875
  -0.00735,  -1.83931,   2.01569
   0.00421,  -2.01377,  -0.55459
   0.00529, -10.84595,  24.20979
   0.00323,  -2.96804,  -0.34291
  -0.00722,  -2.61157,   2.04870
  -0.00321, -21.09600,  -2.49331
