   0.00107, -12.36017,   4.55086
   0.00876,   2.67243,   3.36402
   0.00455,  -9.98060,   1.14631
   0.00717,   0.26197,   2.85602
  -0.00246,  -6.70461,   9.20639
  -0.00541,  -7.90853,  -0.64057
  -0.00907, -20.57470,   9.32469
  -0.00605,  -0.91242,   2.08663
   0.00099,  -8.86168,  -8.42045
   0.00566,   3.46575,   4.62519
  -0.00523,  11.38171,  13.61664
   0.00569,  -8.98573,  10.00173
   0.00049,   4.42098,   8.67892
   0.00352,  -9.74723,  15.77433
  -0.00156,  -4.71873,   0.53624
  -0.00549,  -6.54680,   5.91125
  -0.00365,  -1.02460,   4.82653
  -0.00237,  -6.57559,  -0.04575
   0.00901,  -8.22862,   7.71432
   0.00646,   3.47426,  17.65089
   0.00034,  -2.42385,   6.56317
  -0.00668,   3.86217,   5.61298
   0.00593,  -1.48654,   9.61237
  -0.00228,  -4.18727,  -1.83477
  -0.00110, -18.21784, -12.16297
   0.00909,   4.50473,  11.77800
   0.00898, -17.00607,  -3.84672
   0.00229, -13.01100,  -7.71220
  -0.00857,  -4.93207,   4.38480
  -0.00777,  -1.26158,   3.06942
   0.00937, -11.84384,  -1.98258
  -0.00313, -15.13973,  -4.54022
  -0.00997, -15.91163,   4.58264
  -0.00297,   2.72872,  24.42138
  -0.00901, -14.47232,   3.53242
  -0.00064,  -6.02363,  -0.53532
  -0.00299,  -5.86377,  -1.00589
   0.00685,  -5.74721,  14.33054
  -0.00411,  -2.53393,  10.77287
   0.00901, -14.22918,  10.70373
  -0.00255, -10.58663,  -8.43151
   0.00880,   7.88607,  24.03450
  -0.00730,  -8.85861,  21.04740
  -0.00871,  -4.32678,  10.94525
   0.00712, -11.87314,  -3.20758
   0.00815, -24.42138,   1.42049
  -0.00784,   7.26759,   8.81456
   0.00887,  -4.30813,  10.50347
  -0.00936,  -2.06209,   0.24201
   0.00145,  -5.50183,   4.22992
