   0.00777,   4.95818,  15.58110
   0.00512,   0.75429,   3.73020
   0.00847,   0.24216,   7.13463
  -0.00210,  -0.97659,  15.72521
  -0.00342,  -8.36032,  10.82029
  -0.00856,  -8.79097,   7.92107
  -0.00016, -15.11497,  20.22654
  -0.00515,  -4.17931,   7.98755
  -0.00714,  -9.30269,   0.70315
   0.00388,   8.67224,  10.85218
  -0.00355, -11.83148,  -7.67797
   0.00818,  -2.50496,   3.79703
  -0.00812,  -0.87180,  10.52250
   0.00036,  10.57737,  16.20104
  -0.00530, -15.85542, -12.20268
  -0.00582,  11.42446,  11.91481
  -0.00038,  -2.81233,   8.34449
  -0.00168,  -1.31676,   1.69929
  -0.00579, -15.43771,  -1.90140
  -0.00188,   0.13582,  21.80913
   0.00372,  14.41920,  16.25335
   0.00133,  -5.95277,  -3.33857
   0.00296,   8.99556,  10.19369
   0.00700, -19.14279,  -8.00173
  -0.00711,  -5.58999,   4.30825
  -0.00311,   3.79893,   9.01579
  -0.00020,  -8.94937,   4.72739
   0.00205, -13.01273,   0.19033
  -0.00847,  -7.92367,   4.98865
   0.00674,  -1.74659,   6.35823
  -0.00590,  -6.92596,   0.55277
  -0.00947,  -7.73725,   1.93971
   0.00945,   6.66095,  19.54196
   0.00098,  -8.80729,   4.59673
   0.00287,  -7.69896,   5.72725
   0.00632,  -6.24428,   8.66152
   0.00039,   1.54998,   4.98848
   0.00606,  -6.90639,   5.16383
   0.00480,  -8.32740,  -5.24061
   0.00472,   6.76332,  12.09254
  -0.00255,  -5.36009,   0.32288
  -0.00472,   2.21850,   4.47337
   0.00748, -10.39169,  18.17674
   0.00149,   4.64393,   5.82839
   0.00450,   3.07695,  11.30527
  -0.00715,   8.41684,   9.65288
   0.00238,  -8.44939,   9.37555
  -0.00019, -11.26317,  -9.94778
  -0.00789,  -4.87611,   7.71710
  -0.00636,   5.44245,  18.70755
