  -0.92988,   0.00000
  -0.31062,   1.00000
   0.75360,   0.00000
   0.57651,   0.00000
   0.08044,   0.00000
   0.85291,   0.00000
  -0.41287,   0.00000
  -0.70007,   1.00000
  -0.09457,   0.00000
   0.90945,   1.00000
  -0.04876,   0.00000
   0.88744,   0.00000
  -0.22402,   1.00000
   0.14516,   1.00000
  -0.18244,   1.00000
   0.68315,   0.00000
  -0.03394,   0.00000
  -0.09996,   0.00000
  -0.27733,   0.00000
   0.06027,   1.00000
  -0.38165,   0.00000
  -0.36607,   0.00000
   0.37673,   0.00000
   0.15858,   0.00000
  -0.06467,   0.00000
  -0.08417,   1.00000
   0.79827,   1.00000
  -0.07841,   1.00000
  -0.61716,   0.00000
   0.23457,   0.00000
  -0.27896,   1.00000
   0.49249,   1.00000
  -0.09780,   0.00000
  -0.47271,   1.00000
  -0.74970,   0.00000
  -0.27902,   0.00000
  -0.56379,   0.00000
   0.55054,   0.00000
  -0.79300,   0.00000
   0.48464,   1.00000
  -0.59041,   0.00000
  -0.36831,   0.00000
   0.17877,   0.00000
  -0.16926,   0.00000
   0.48164,   1.00000
   0.62750,   1.00000
  -0.43704,   0.00000
  -0.37321,   0.00000
  -0.32154,   0.00000
  -0.39647,   0.00000
   0.46417,   0.00000
  -0.94602,   1.00000
   0.16576,   1.00000
   0.44485,   0.00000
   0.91239,   0.00000
  -0.43513,   1.00000
   0.77543,   0.00000
   0.40340,   0.00000
  -0.07849,   1.00000
   0.16520,   1.00000
  -0.37311,   0.00000
  -0.08184,   0.00000
  -0.72411,   0.00000
   0.49230,   0.00000
   0.89158,   1.00000
   0.55905,   1.00000
   0.42665,   0.00000
  -0.45860,   0.00000
  -0.74193,   1.00000
  -0.14768,   1.00000
   0.69628,   1.00000
  -0.07752,   0.00000
   0.87699,   1.00000
   0.04416,   0.00000
   0.40850,   0.00000
  -0.20743,   1.00000
   0.83727,   0.00000
  -0.40226,   0.00000
  -0.18672,   0.00000
  -0.89631,   1.00000
  -0.70828,   0.00000
   0.03633,   0.00000
  -0.33784,   0.00000
  -0.79785,   0.00000
  -0.43023,   0.00000
  -0.03788,   0.00000
   0.95452,   1.00000
  -0.26861,   1.00000
   0.87660,   0.00000
  -0.68547,   0.00000
   0.43501,   0.00000
   0.05053,   1.00000
   0.97477,   1.00000
   0.41689,   0.00000
  -0.35226,   1.00000
   0.51824,   1.00000
   0.92314,   0.00000
  -0.66750,   0.00000
   0.29179,   0.00000
  -0.41382,   0.00000
   0.75983,   1.00000
  -0.00472,   0.00000
   0.28902,   1.00000
  -0.26720,   0.00000
  -0.95539,   0.00000
  -0.03024,   1.00000
  -0.49197,   0.00000
  -0.17598,   1.00000
  -0.07380,   0.00000
   0.19108,   1.00000
   0.42466,   0.00000
  -0.74200,   1.00000
   0.95325,   0.00000
   0.81470,   0.00000
   0.15378,   0.00000
   0.79753,   0.00000
   0.32121,   1.00000
  -0.53622,   1.00000
  -0.45343,   0.00000
  -0.89958,   1.00000
   0.58193,   0.00000
  -0.12998,   1.00000
  -0.14606,   0.00000
   0.03823,   0.00000
  -0.42440,   0.00000
   0.99548,   0.00000
   0.77549,   1.00000
   0.12444,   0.00000
   0.44271,   0.00000
  -0.73414,   0.00000
  -0.99354,   0.00000
  -0.87643,   1.00000
   0.49736,   0.00000
   0.22849,   1.00000
   0.72597,   1.00000
  -0.46047,   1.00000
   0.19891,   0.00000
   0.45006,   0.00000
   0.16527,   0.00000
   0.64260,   0.00000
   0.48827,   0.00000
  -0.78008,   1.00000
  -0.97580,   1.00000
   0.00599,   0.00000
  -0.24788,   1.00000
  -0.25572,   1.00000
   0.68391,   0.00000
   0.81531,   0.00000
  -0.91502,   0.00000
   0.82396,   1.00000
  -0.14961,   0.00000
  -0.39338,   0.00000
  -0.69022,   1.00000
  -0.36985,   0.00000
  -0.08680,   0.00000
   0.34981,   0.00000
  -0.69787,   0.00000
   0.90021,   0.00000
   0.00326,   0.00000
   0.62673,   0.00000
  -0.91447,   0.00000
  -0.82567,   1.00000
   0.35153,   0.00000
  -0.78709,   1.00000
   0.17799,   0.00000
   0.76876,   0.00000
   0.94990,   0.00000
   0.71703,   0.00000
  -0.69407,   0.00000
  -0.71395,   0.00000
   0.16466,   1.00000
  -0.88797,   0.00000
  -0.62110,   0.00000
   0.99939,   0.00000
   0.80849,   0.00000
   0.86453,   0.00000
  -0.21318,   0.00000
  -0.43646,   0.00000
   0.36002,   1.00000
   0.94220,   1.00000
   0.41351,   0.00000
   0.77141,   1.00000
  -0.27602,   0.00000
   0.94621,   1.00000
   0.24568,   1.00000
  -0.73665,   1.00000
   0.99991,   1.00000
  -0.36783,   0.00000
   0.08437,   1.00000
   0.40006,   1.00000
   0.00710,   0.00000
  -0.17525,   0.00000
  -0.90878,   0.00000
  -0.04396,   1.00000
   0.10999,   1.00000
   0.15934,   0.00000
   0.21273,   0.00000
  -0.55729,   0.00000
  -0.41848,   0.00000
  -0.35550,   0.00000
   0.67281,   0.00000
  -0.25873,   1.00000
  -0.16505,   0.00000
   0.51687,   1.00000
  -0.13380,   1.00000
   0.65012,   0.00000
   0.24081,   0.00000
  -0.52119,   1.00000
   0.04319,   0.00000
   0.22690,   0.00000
   0.29520,   1.00000
  -0.64233,   0.00000
   0.34775,   0.00000
   0.88160,   0.00000
  -0.21802,   0.00000
   0.20195,   1.00000
  -0.79299,   1.00000
  -0.72899,   0.00000
   0.04632,   1.00000
  -0.12820,   0.00000
  -0.86280,   0.00000
   0.29777,   1.00000
  -0.66347,   0.00000
   0.40952,   0.00000
   0.47623,   1.00000
   0.85040,   0.00000
  -0.21118,   0.00000
  -0.83343,   0.00000
   0.95191,   0.00000
   0.24881,   0.00000
   0.58922,   0.00000
   0.53624,   0.00000
  -0.67900,   1.00000
   0.09025,   1.00000
   0.15353,   1.00000
   0.57983,   1.00000
   0.73423,   0.00000
   0.66380,   0.00000
   0.96830,   0.00000
   0.62231,   0.00000
   0.37356,   1.00000
   0.21494,   0.00000
  -0.78198,   0.00000
   0.75763,   0.00000
   0.54638,   0.00000
  -0.07831,   0.00000
   0.28829,   1.00000
  -0.61744,   0.00000
   0.06879,   1.00000
   0.36983,   1.00000
   0.07980,   1.00000
   0.72928,   0.00000
  -0.30951,   1.00000
   0.60380,   0.00000
  -0.88690,   1.00000
   0.87879,   0.00000
   0.72013,   1.00000
  -0.31935,   0.00000
  -0.62867,   0.00000
  -0.10442,   1.00000
  -0.80619,   1.00000
   0.08536,   0.00000
   0.13768,   0.00000
  -0.94873,   0.00000
   0.35227,   1.00000
   0.84898,   1.00000
  -0.94247,   0.00000
   0.32169,   0.00000
   0.24556,   0.00000
  -0.93597,   0.00000
  -0.98062,   1.00000
  -0.22984,   0.00000
  -0.55474,   0.00000
  -0.12407,   0.00000
  -0.83717,   0.00000
  -0.06071,   1.00000
   0.47660,   0.00000
   0.51921,   0.00000
  -0.46673,   1.00000
  -0.60498,   0.00000
   0.15244,   0.00000
   0.80340,   0.00000
  -0.42735,   0.00000
  -0.71458,   1.00000
   0.92778,   1.00000
   0.51818,   0.00000
  -0.18287,   0.00000
  -0.19199,   1.00000
  -0.83608,   0.00000
   0.43688,   1.00000
   0.29396,   0.00000
   0.45221,   0.00000
  -0.12125,   0.00000
  -0.42742,   0.00000
  -0.31850,   0.00000
   0.26783,   0.00000
   0.80854,   0.00000
   0.07456,   1.00000
  -0.16489,   0.00000
   0.76275,   0.00000
   0.63304,   0.00000
  -0.55158,   0.00000
   0.39823,   0.00000
  -0.03775,   0.00000
   0.63949,   1.00000
  -0.72508,   1.00000
  -0.46506,   1.00000
  -0.43696,   1.00000
  -0.96552,   1.00000
  -0.25660,   0.00000
  -0.38485,   0.00000
   0.89039,   0.00000
   0.24776,   1.00000
  -0.19401,   0.00000
   0.91178,   0.00000
   0.63590,   0.00000
  -0.44446,   0.00000
   0.42761,   0.00000
   0.18217,   0.00000
   0.29739,   0.00000
  -0.35936,   0.00000
  -0.36491,   0.00000
  -0.02708,   0.00000
   0.56653,   0.00000
   0.64806,   1.00000
   0.85112,   0.00000
  -0.97074,   0.00000
  -0.38337,   1.00000
  -0.65479,   0.00000
