   0.00881,   1.75233,   5.31789
  -0.00858,  -3.36293,  -1.93089
   0.00172,  -9.08665,   0.76692
  -0.00395,  -7.48949,   6.66083
  -0.00014, -12.70096,  10.89398
   0.00705,   2.65864,   3.52455
  -0.00987, -15.74375,  17.33945
  -0.00848,  -1.86991,  30.34276
   0.00788,  -4.31529,  14.31203
   0.00126,   9.58922,  18.70687
  -0.00034, -21.80802,  -5.79832
  -0.00605, -11.87544,  -2.14662
  -0.00974, -20.55569,   1.35356
   0.00824,  -7.76933,  12.88342
   0.00349,  -1.52699,  -0.80511
  -0.00061,  -8.93060,   0.81892
  -0.00319, -11.21236,  -7.51338
   0.00632,  -5.63258,  25.13886
  -0.00266,   5.19843,  13.75395
   0.00186,   6.07422,  12.46237
  -0.00579, -14.29642,  13.44464
   0.00055,  -7.85200,   5.46781
  -0.00918, -12.47657,   7.62314
   0.00692,  -8.68353,   5.48984
  -0.00267, -17.49721,  16.79361
  -0.00771, -14.27934,  22.88199
  -0.00654,  -2.58633,   5.54350
  -0.00830, -15.86414,   3.62959
   0.00118, -15.22902,  12.26335
  -0.00104,  -8.62058,   2.12002
  -0.00554, -20.11722, -13.65622
  -0.00185,  -3.60022,  10.92194
  -0.00103,  -9.89876,  -4.02619
   0.00200,  -8.98077,   6.09061
   0.00122,   4.16727,   9.94402
   0.00154,   2.64053,  12.98050
  -0.00725,  -0.09183,   3.74262
  -0.00088,  -2.27295,   9.80689
   0.00213,  -5.11732,  10.49498
  -0.00289,  -4.19659,   4.32667
  -0.00092,  -7.59935,  16.59100
   0.00774,  -2.83428,  -0.97746
   0.00242, -24.62961,  -2.31592
  -0.00474,  -1.70188,  -0.50937
   0.00736,  -6.28600,  -3.68345
   0.00689,  -8.36122,   5.22856
  -0.00381,  -6.69381,  -5.67628
  -0.00902, -12.09363,  -3.81755
  -0.00429,  -6.86515,   3.66101
  -0.00195, -17.78409, -10.47381
